Date_Stamp,Price,Open,High,Low,Change %
2014-05-26,104.28,104.2,104.38,103.93,-0.07
2014-05-23,104.35,103.71,104.5,103.64,0.59
2014-05-22,103.74,103.85,104.22,103.55,-0.32
2014-05-21,104.07,102.96,104.29,102.78,1.59
2014-05-20,102.44,102.6,102.86,102.1,-0.17
2014-05-19,102.61,102.13,103.09,101.97,0.58
2014-05-16,102.02,101.56,102.23,101.39,0.51
2014-05-15,101.5,102.03,102.26,101.27,-0.85
2014-05-14,102.37,101.91,102.65,101.83,0.66
2014-05-13,101.7,100.63,102.05,100.36,1.1
2014-05-12,100.59,100.12,100.93,99.93,0.6
2014-05-09,99.99,100.27,101.18,99.71,-0.27
2014-05-08,100.26,100.82,100.93,99.87,-0.51
2014-05-07,100.77,99.83,100.99,99.78,1.28
2014-05-06,99.5,99.38,100.42,99.32,0.02
2014-05-05,99.48,99.96,100.44,98.91,-0.28
2014-05-02,99.76,99.17,100.14,99.17,0.34
2014-05-01,99.42,99.72,99.89,98.74,-0.32
2014-04-30,99.74,100.76,100.76,99.35,-1.52
2014-04-29,101.28,100.89,102.2,100.71,0.44
2014-04-28,100.84,100.49,101.52,100.33,0.24
2014-04-25,100.6,101.93,102.05,100.48,-1.31
2014-04-24,101.94,101.54,102.35,101.4,0.49
2014-04-23,101.44,101.86,102.08,101.2,-0.68
2014-04-22,102.13,104.36,104.36,101.69,-2.15
2014-04-21,104.37,104.54,104.77,103.85,0.07
2014-04-17,104.3,103.84,104.78,103.54,0.52
2014-04-16,103.76,103.76,104.99,103.12,0.01
2014-04-15,103.75,103.6,104.05,102.91,-0.29
2014-04-14,104.05,103.56,104.55,103.34,0.3
2014-04-11,103.74,103.34,104.44,103.01,0.33
2014-04-10,103.4,103.44,103.81,103.1,-0.19
2014-04-09,103.6,102.35,103.77,102.03,1.01
2014-04-08,102.56,100.69,102.71,100.68,2.11
2014-04-07,100.44,100.91,101.32,99.92,-0.69
2014-04-04,101.14,100.38,101.63,100.28,0.85
2014-04-03,100.29,99.29,100.49,99.07,0.67
2014-04-02,99.62,99.64,99.83,98.86,-0.12
2014-04-01,99.74,101.53,101.57,99.28,-1.81
2014-03-31,101.58,101.69,101.97,100.88,-0.09
2014-03-28,101.67,101.34,102.24,101.18,0.39
2014-03-27,101.28,100.3,101.7,100.03,1.02
2014-03-26,100.26,99.18,100.46,99.1,1.08
2014-03-25,99.19,99.43,100.25,98.8,-0.41
2014-03-24,99.6,99.49,100.29,99.05,0.14
2014-03-21,99.46,98.59,100.25,98.25,0.03
2014-03-20,99.43,100.39,100.82,99.08,-0.94
2014-03-19,100.37,99.53,100.47,99.34,0.67
2014-03-18,99.7,97.97,99.78,97.75,1.65
2014-03-17,98.08,99.39,99.39,97.37,-0.82
2014-03-14,98.89,98.25,99.28,98.06,0.7
2014-03-13,98.2,98.1,98.6,97.67,0.21
2014-03-12,97.99,99.48,99.6,97.55,-2.04
2014-03-11,100.03,100.94,101.52,99.32,-1.08
2014-03-10,101.12,102.75,102.82,100.85,-1.42
2014-03-07,102.58,101.97,102.91,101.57,1
2014-03-06,101.56,101.04,102.08,100.13,0.11
2014-03-05,101.45,103.35,103.53,100.85,-1.82
2014-03-04,103.33,104.89,104.96,102.85,-1.52
2014-03-03,104.92,103,105.22,102.95,2.27
2014-02-28,102.59,102.15,102.96,101.8,0.19
2014-02-27,102.4,102.57,103.08,101.75,-0.19
2014-02-26,102.59,102.04,102.9,101.58,0.75
2014-02-25,101.83,102.8,102.84,101.02,-0.96
2014-02-24,102.82,102.29,103.45,101.97,0.61
2014-02-21,102.2,102.87,102.92,101.69,-0.7
2014-02-20,102.92,103.41,103.5,102.75,-0.38
2014-02-19,103.31,103.14,103.8,102.4,0.86
2014-02-18,102.43,100.32,103.25,100.23,1.83
2014-02-17,100.58,100.59,100.83,100.23,0.28
2014-02-14,100.3,100.34,100.47,99.43,-0.05
2014-02-13,100.35,100.27,100.66,99.4,-0.02
2014-02-12,100.37,100.46,101.38,100.04,0.43
2014-02-11,99.94,99.97,100.6,99.6,-0.12
2014-02-10,100.06,100.05,100.55,99.11,0.18
2014-02-07,99.88,97.97,100.24,97.11,2.09
2014-02-06,97.84,97.25,98.83,97.25,0.47
2014-02-05,97.38,97.67,98.26,96.8,0.2
2014-02-04,97.19,96.53,97.82,96.37,0.79
2014-02-03,96.43,97.4,97.94,96.26,-1.09
2014-01-31,97.49,97.97,98.39,97.1,-0.75
2014-01-30,98.23,97.42,98.59,97.33,0.89
2014-01-29,97.36,97.17,97.75,96.32,-0.05
2014-01-28,97.41,95.66,97.66,95.63,1.77
2014-01-27,95.72,96.9,97.18,95.21,-0.95
2014-01-24,96.64,97.37,97.8,96.25,-0.7
2014-01-23,97.32,96.69,97.84,96.41,0.61
2014-01-22,96.73,95.2,96.89,95.12,1.83
2014-01-21,94.99,94,95.23,93.43,1.12
2014-01-20,93.93,94.31,94.31,93.66,-0.46
2014-01-17,94.37,94.17,94.94,93.94,0.44
2014-01-16,93.96,94.29,94.64,93.6,-0.22
2014-01-15,94.17,92.65,94.64,92.43,1.71
2014-01-14,92.59,91.51,92.88,91.5,0.86
2014-01-13,91.8,92.83,92.88,91.43,-0.99
2014-01-10,92.72,92.3,93.38,91.99,1.16
2014-01-09,91.66,92.58,92.93,91.24,-0.73
2014-01-08,92.33,93.96,94.18,92.26,-1.43
2014-01-07,93.67,93.6,94.22,93.35,0.26
2014-01-06,93.43,94.18,94.59,93.2,-0.56
2014-01-03,93.96,95.47,95.74,93.86,-1.55
2014-01-02,95.44,98.5,98.97,95.34,-3.3
2014-01-01,98.7,98.61,98.76,98.54,0.28
2013-12-31,98.42,99.25,99.39,98.15,-0.88
2013-12-30,99.29,100.15,100.42,99.13,-1.03
2013-12-27,100.32,99.63,100.75,99.37,0.77
2013-12-26,99.55,99.2,99.7,99.05,0.33
2013-12-24,99.22,98.62,99.3,98.53,0.31
2013-12-23,98.91,99.2,99.31,98.64,-0.41
2013-12-20,99.32,98.7,99.4,98.54,0.56
2013-12-19,98.77,97.69,99.17,97.5,0.99
2013-12-18,97.8,97.3,98.01,97.02,0.6
2013-12-17,97.22,97.3,97.9,97,-0.27
2013-12-16,97.48,96.55,97.69,96.21,0.91
2013-12-13,96.6,97.58,97.62,96.26,-0.92
2013-12-12,97.5,97.55,98.18,97.31,0.06
2013-12-11,97.44,98.65,98.75,97.2,-1.09
2013-12-10,98.51,97.25,98.74,97.24,1.2
2013-12-09,97.34,97.66,97.97,97.1,-0.32
2013-12-06,97.65,97.38,98.07,97.08,0.28
2013-12-05,97.38,97.33,97.99,97.01,0.19
2013-12-04,97.2,96.9,97.58,96.3,1.21
2013-12-03,96.04,93.86,96.96,93.67,2.37
2013-12-02,93.82,92.71,94.08,92.56,1.19
2013-11-29,92.72,92.33,93.9,92.06,0.48
2013-11-28,92.28,92.19,92.36,92.08,-0.03
2013-11-27,92.3,93.5,93.6,91.77,-1.47
2013-11-26,93.68,94.21,94.69,93.43,-0.44
2013-11-25,94.09,94.15,94.5,93.08,-0.79
2013-11-22,94.84,95.29,95.57,94.05,-0.63
2013-11-21,95.44,93.73,95.63,93.47,2.26
2013-11-20,93.33,93.33,93.93,92.73,-0.01
2013-11-19,93.34,93,93.46,92.43,0.33
2013-11-18,93.03,93.78,94.3,92.72,-0.86
2013-11-15,93.84,93.89,94.55,93.58,0.09
2013-11-14,93.76,93.5,94.43,92.51,-0.13
2013-11-13,93.88,93.07,94.54,92.93,0.9
2013-11-12,93.04,95,95.22,92.86,-2.21
2013-11-11,95.14,94.45,95.38,94.11,0.57
2013-11-08,94.6,94.36,94.92,93.9,0.42
2013-11-07,94.2,94.91,95.31,93.8,-0.63
2013-11-06,94.8,93.74,95.4,93.65,1.53
2013-11-05,93.37,94.47,94.9,93.07,-1.32
2013-11-04,94.62,94.52,95.11,94.06,0.01
2013-11-01,94.61,96.32,96.65,94.36,-1.84
2013-10-31,96.38,96.62,97.03,96.03,-0.4
2013-10-30,96.77,97.77,97.82,96.55,-1.46
2013-10-29,98.2,98.54,98.57,97.69,-0.49
2013-10-28,98.68,97.88,98.82,97.37,0.85
2013-10-25,97.85,97.19,98.06,96.99,0.76
2013-10-24,97.11,97.1,97.69,95.95,0.26
2013-10-23,96.86,98.12,98.29,96.16,-0.96
2013-10-22,97.8,99.06,99.77,97.5,-1.43
2013-10-21,99.22,100.63,100.95,98.98,-1.58
2013-10-18,100.81,100.72,101.71,100.51,0.14
2013-10-17,100.67,102.13,102.32,100.03,-1.58
2013-10-16,102.29,100.88,102.97,100.75,1.07
2013-10-15,101.21,102.19,102.46,100.87,-1.17
2013-10-14,102.41,101.37,102.62,101.06,0.38
2013-10-11,102.02,102.94,102.95,100.6,-0.96
2013-10-10,103.01,101.46,103.57,101.16,1.38
2013-10-09,101.61,103.49,103.75,101.18,-1.82
2013-10-08,103.49,103.16,104.08,102.85,0.45
2013-10-07,103.03,103.45,103.74,101.86,-0.78
2013-10-04,103.84,102.92,104.19,102.9,0.51
2013-10-03,103.31,103.82,104.38,102.87,-0.76
2013-10-02,104.1,101.62,104.23,101.43,2.02
2013-10-01,102.04,102.31,102.58,101.06,-0.28
2013-09-30,102.33,102.46,102.76,101.05,-0.52
2013-09-27,102.87,102.91,103.77,102.36,-0.16
2013-09-26,103.03,102.3,103.29,102.2,0.36
2013-09-25,102.66,103.41,103.96,102.2,-0.46
2013-09-24,103.13,103.44,103.64,102.3,-0.44
2013-09-23,103.59,104.89,105.12,103.12,-1.04
2013-09-20,104.68,106.37,106.46,104.32,-1.61
2013-09-19,106.39,108.22,108.99,106.08,-1.55
2013-09-18,108.07,105.53,108.49,105.32,2.51
2013-09-17,105.42,106.22,106.43,104.94,-1.1
2013-09-16,106.59,107.5,108,106.06,-1.5
2013-09-13,108.21,108.64,108.74,107.23,-0.36
2013-09-12,108.6,107.77,109.16,107.3,0.97
2013-09-11,107.56,107.36,108.09,106.53,0.16
2013-09-10,107.39,108.92,108.95,106.39,-1.94
2013-09-09,109.52,110.28,110.46,108.76,-0.91
2013-09-06,110.53,108.52,110.7,108.12,1.99
2013-09-05,108.37,107.59,108.54,107.13,1.06
2013-09-04,107.23,108.44,108.61,106.77,-1.21
2013-09-03,108.54,107.07,108.83,104.21,1.68
2013-09-02,106.75,105.91,107.29,105.86,-0.84
2013-08-30,107.65,108.17,108.75,106.75,-1.06
2013-08-29,108.8,109.53,110.07,107.72,-1.18
2013-08-28,110.1,109.22,112.24,109.11,1
2013-08-27,109.01,106.14,109.32,105.88,2.92
2013-08-26,105.92,106.91,107.37,105.56,-0.47
2013-08-23,106.42,105.22,106.94,104.3,1.32
2013-08-22,105.03,103.86,105.25,103.53,1.14
2013-08-21,103.85,105.18,105.35,103.5,-1.07
2013-08-20,104.97,106.93,107.1,104.5,-1.99
2013-08-19,107.1,107.78,107.8,106.56,-0.34
2013-08-16,107.46,107.18,108.17,106.56,0.12
2013-08-15,107.33,106.98,107.87,106.6,0.45
2013-08-14,106.85,106.54,107.06,105.6,0.02
2013-08-13,106.83,106.15,107.2,105.56,0.68
2013-08-12,106.11,105.84,106.46,105.03,0.13
2013-08-09,105.97,103.87,106.24,103.62,2.49
2013-08-08,103.4,104.18,104.96,102.22,-0.93
2013-08-07,104.37,105.68,105.77,104.1,-0.88
2013-08-06,105.3,106.48,107.27,104.86,-1.18
2013-08-05,106.56,106.84,107.69,105.7,-0.36
2013-08-02,106.94,107.8,108.82,106.45,-0.88
2013-08-01,107.89,105.26,108.06,105.1,2.72
2013-07-31,105.03,103.15,105.43,102.93,1.89
2013-07-30,103.08,104.52,104.54,102.67,-1.41
2013-07-29,104.55,104.61,105.37,103.87,-0.14
2013-07-26,104.7,105.56,105.63,103.9,-0.75
2013-07-25,105.49,105.37,105.87,104.08,0.09
2013-07-24,105.39,107.36,107.52,104.79,-1.72
2013-07-23,107.23,107,107.55,105.46,0.3
2013-07-22,106.91,108.34,108.79,106.43,-1.06
2013-07-19,108.05,108.12,109.32,107.48,0.01
2013-07-18,108.04,106.56,108.43,106.15,1.47
2013-07-17,106.48,105.78,106.6,105.11,0.45
2013-07-16,106,106.44,107.18,105.66,-0.3
2013-07-15,106.32,106.05,106.63,104.65,0.35
2013-07-12,105.95,104.58,106.33,104.36,0.99
2013-07-11,104.91,106.15,107.45,104.31,-1.51
2013-07-10,106.52,104.57,106.66,104.21,2.89
2013-07-09,103.53,103,104.76,102.31,0.38
2013-07-08,103.14,103.95,104.12,102.13,-0.08
2013-07-05,103.22,101.09,103.68,100.71,1.79
2013-07-04,101.4,101.27,101.57,100.71,0.16
2013-07-03,101.24,99.61,102.18,99.59,1.65
2013-07-02,99.6,98.06,99.87,97.78,1.64
2013-07-01,97.99,96.58,98.28,96.07,1.48
2013-06-28,96.56,96.81,97.82,96.33,-0.5
2013-06-27,97.05,95.52,97.41,95.35,1.62
2013-06-26,95.5,95.17,95.7,93.68,0.19
2013-06-25,95.32,95.02,96.17,94.59,0.15
2013-06-24,95.18,93.85,95.59,92.67,1.59
2013-06-21,93.69,94.96,95.84,93.12,-1.79
2013-06-20,95.4,98.02,98.03,94.89,-2.89
2013-06-19,98.24,98.59,99.01,97.57,-0.2
2013-06-18,98.44,97.93,98.67,97.41,0.69
2013-06-17,97.77,97.85,98.74,97.38,-0.08
2013-06-14,97.85,96.64,98.25,96.42,1.2
2013-06-13,96.69,95.77,96.92,95.02,0.84
2013-06-12,95.88,94.89,96.45,94.46,0.52
2013-06-11,95.38,95.76,95.91,94.04,-0.41
2013-06-10,95.77,96.09,96.25,95.19,-0.27
2013-06-07,96.03,94.72,96.39,93.72,1.34
2013-06-06,94.76,93.7,95.32,93.69,1.09
2013-06-05,93.74,93.86,94.48,93.41,0.46
2013-06-04,93.31,93.35,94.41,92.38,-0.15
2013-06-03,93.45,91.73,93.7,91.26,1.61
2013-05-31,91.97,93.64,93.85,91.56,-1.75
2013-05-30,93.61,92.89,93.99,91.65,0.52
2013-05-29,93.13,95.05,95.22,92.83,-1.98
2013-05-28,95.01,93.89,95.92,93.23,1.25
2013-05-27,93.83,93.54,94.03,93.25,-0.33
2013-05-24,94.15,94.37,94.39,93.04,-0.11
2013-05-23,94.25,94.18,94.46,92.21,-0.03
2013-05-22,94.28,95.9,96.19,94.01,-1.96
2013-05-21,96.16,96.7,96.97,95.5,-0.57
2013-05-20,96.71,95.93,97.11,95.23,0.72
2013-05-17,96.02,95.15,96.45,94.79,0.9
2013-05-16,95.16,94.34,95.57,93.23,0.91
2013-05-15,94.3,94.13,94.44,92.13,0.1
2013-05-14,94.21,94.93,95.66,93.85,-1.01
2013-05-13,95.17,95.76,95.81,94.47,-0.91
2013-05-10,96.04,96.16,96.24,93.37,-0.36
2013-05-09,96.39,96.6,96.77,95.35,-0.24
2013-05-08,96.62,95.56,96.77,95.24,1.05
2013-05-07,95.62,95.79,96.26,94.92,-0.56
2013-05-06,96.16,95.58,97.17,94.85,0.58
2013-05-03,95.61,93.99,96.04,93.56,1.72
2013-05-02,93.99,91,94.25,90.65,3.25
2013-05-01,91.03,93.08,93.26,90.11,-2.6
2013-04-30,93.46,94.42,94.62,92.86,-1.1
2013-04-29,94.5,92.7,94.69,92.43,1.61
2013-04-26,93,93.24,93.58,92.06,-0.68
2013-04-25,93.64,91.58,93.87,91.11,2.42
2013-04-24,91.43,89.6,91.72,89.21,2.52
2013-04-23,89.18,89.28,89.6,87.8,0.47
2013-04-22,88.76,87.96,89.13,87.55,0.85
2013-04-19,88.01,88.37,88.79,87.56,0.32
2013-04-18,87.73,86.39,88.51,85.61,1.21
2013-04-17,86.68,88.8,89.09,86.06,-2.3
2013-04-16,88.72,87.42,88.96,86.06,0.01
2013-04-15,88.71,90.95,90.98,87.2,-2.83
2013-04-12,91.29,93.49,93.52,90.27,-2.37
2013-04-11,93.51,94.56,94.64,93.06,-1.19
2013-04-10,94.64,93.96,94.82,93.4,0.47
2013-04-09,94.2,93.49,94.48,92.86,0.9
2013-04-08,93.36,93.02,93.75,92.46,0.71
2013-04-05,92.7,93.36,93.57,91.91,-0.6
2013-04-04,93.26,94.5,94.84,92.12,-1.26
2013-04-03,94.45,96.93,96.96,94.18,-2.82
2013-04-02,97.19,97,97.44,95.91,0.12
2013-04-01,97.07,97.36,97.8,95.92,-0.16
2013-03-28,97.23,96.68,97.35,96.26,0.67
2013-03-27,96.58,96.18,96.84,95.58,0.25
2013-03-26,96.34,94.75,96.45,94.67,1.61
2013-03-25,94.81,93.72,95.65,93.7,1.17
2013-03-22,93.71,92.33,93.94,92.33,1.36
2013-03-21,92.45,93.4,93.53,91.84,-0.55
2013-03-20,92.96,92.09,93.28,92.09,0.87
2013-03-19,92.16,93.8,94.09,92.03,-1.69
2013-03-18,93.74,93.26,93.94,91.76,0.31
2013-03-15,93.45,93.15,93.84,93,0.45
2013-03-14,93.03,92.51,93.25,92.01,0.55
2013-03-13,92.52,92.62,93.4,91.91,-0.02
2013-03-12,92.54,91.94,93.47,91.6,0.52
2013-03-11,92.06,91.83,92.15,90.89,0.12
2013-03-08,91.95,91.42,92.03,90.83,0.43
2013-03-07,91.56,90.42,91.73,90.22,1.25
2013-03-06,90.43,90.83,91.17,89.55,-0.43
2013-03-05,90.82,90.23,90.99,90.02,0.78
2013-03-04,90.12,90.71,90.91,89.33,-0.62
2013-03-01,90.68,91.76,91.97,90.04,-1.49
2013-02-28,92.05,92.89,93.18,91.57,-0.77
2013-02-27,92.76,92.72,93.37,92.18,0.14
2013-02-26,92.63,91.92,93.44,91.92,-0.52
2013-02-25,93.11,93.23,94.46,92.07,-0.02
2013-02-22,93.13,92.96,93.48,92.44,0.31
2013-02-21,92.84,94.72,94.92,92.63,-1.72
2013-02-20,94.46,96.66,97.07,93.92,-2.28
2013-02-19,96.66,95.97,96.73,95.25,0.83
2013-02-15,95.86,97.34,97.47,95.21,-1.49
2013-02-14,97.31,97.17,97.71,96.77,0.31
2013-02-13,97.01,97.59,98.11,96.63,-0.51
2013-02-12,97.51,96.96,97.79,96.68,0.49
2013-02-11,97.03,95.79,97.09,94.97,1.37
2013-02-08,95.72,95.92,96.57,95.27,-0.11
2013-02-07,95.83,96.86,97.21,95.54,-0.82
2013-02-06,96.62,96.64,96.99,95.04,-0.02
2013-02-05,96.64,96.13,97.07,95.91,0.49
2013-02-04,96.17,97.72,97.76,95.89,-1.64
2013-02-01,97.77,97.42,98.15,96.51,0.29
2013-01-31,97.49,97.96,98.04,96.84,-0.46
2013-01-30,97.94,97.32,98.24,97.32,0.38
2013-01-29,97.57,96.46,97.82,96.29,1.17
2013-01-28,96.44,96.04,96.81,95.47,0.58
2013-01-25,95.88,95.95,96.56,95.43,-0.07
2013-01-24,95.95,95.5,96.68,95.12,0.76
2013-01-23,95.23,96.76,96.92,94.95,-1.05
2013-01-22,96.24,95.25,96.38,94.98,0.71
2013-01-18,95.56,95.19,95.67,94.91,0.07
2013-01-17,95.49,94.19,96.04,93.8,1.33
2013-01-16,94.24,93.4,94.36,93.1,1.03
2013-01-15,93.28,94.2,94.44,93.22,-0.91
2013-01-14,94.14,93.74,94.29,92.95,0.62
2013-01-11,93.56,93.87,94.13,92.65,-0.28
2013-01-10,93.82,93.19,94.7,93.08,0.77
2013-01-09,93.1,93.15,93.65,92.68,-0.05
2013-01-08,93.15,93.32,93.8,92.67,-0.04
2013-01-07,93.19,93.21,93.35,92.42,0.11
2013-01-04,93.09,92.86,93.21,91.52,0.18
2013-01-03,92.92,92.91,93.3,92.49,-0.21
2013-01-02,93.12,91.78,93.87,91.56,1.42
2012-12-31,91.82,90.41,91.99,90,1.12
2012-12-28,90.8,91.15,91.49,90.32,-0.08
2012-12-27,90.87,91,91.44,90.05,-0.12
2012-12-26,90.98,88.62,91.3,88.59,2.67
2012-12-24,88.61,88.6,88.86,88.2,-0.06
2012-12-21,88.66,90.02,90.07,87.96,-1.63
2012-12-20,90.13,89.69,90.54,89.26,0.69
2012-12-19,89.51,87.94,89.9,87.81,1.8
2012-12-18,87.93,87.45,88.16,87.21,0.84
2012-12-17,87.2,86.88,87.71,86.48,0.54
2012-12-14,86.73,86.13,86.92,86.05,0.98
2012-12-13,85.89,86.77,86.97,85.81,-1.01
2012-12-12,86.77,85.69,87.68,85.68,1.14
2012-12-11,85.79,85.7,86.37,85.21,0.27
2012-12-10,85.56,85.98,86.78,85.33,-0.43
2012-12-07,85.93,86.39,86.92,85.77,-0.38
2012-12-06,86.26,87.87,88.23,85.68,-1.84
2012-12-05,87.88,88.5,89.05,87.46,-0.7
2012-12-04,88.5,88.93,89.18,87.57,-0.66
2012-12-03,89.09,88.85,90.33,88.66,0.2
2012-11-30,88.91,87.66,88.99,87.47,0.95
2012-11-29,88.07,86.57,88.69,86.55,1.83
2012-11-28,86.49,87.33,87.34,85.36,-0.79
2012-11-27,87.18,87.82,88.25,86.83,-0.64
2012-11-26,87.74,88.21,88.29,87.27,-0.61
2012-11-23,88.28,87.68,88.53,86.71,1.03
2012-11-21,87.38,87.28,87.89,86.37,0.73
2012-11-20,86.75,89.15,89.19,86.17,-2.83
2012-11-19,89.28,87.3,89.8,87.11,3.01
2012-11-16,86.67,85.28,87.01,85.02,1.43
2012-11-15,85.45,86.36,86.83,84.68,-1.01
2012-11-14,86.32,85.37,86.65,84.93,1.1
2012-11-13,85.38,85.59,85.95,84.57,-0.22
2012-11-12,85.57,86.19,86.54,85.27,-0.58
2012-11-09,86.07,85,86.77,84.13,1.15
2012-11-08,85.09,84.52,85.7,84.22,0.77
2012-11-07,84.44,88.42,88.8,84.05,-4.81
2012-11-06,88.71,85.67,89.22,85.42,3.57
2012-11-05,85.65,84.65,85.9,84.34,0.93
2012-11-02,84.86,86.91,87.24,84.66,-2.56
2012-11-01,87.09,86.1,87.42,85.92,0.99
2012-10-31,86.24,85.73,87.19,85.61,0.65
2012-10-30,85.68,85.31,86.24,85.1,0.16
2012-10-29,85.54,86.43,86.43,84.66,-0.86
2012-10-26,86.28,86,86.37,85,0.27
2012-10-25,86.05,85.65,86.75,85.23,0.37
2012-10-24,85.73,86.6,87.47,84.94,-1.08
2012-10-23,86.67,89.14,89.29,85.69,-2.32
2012-10-22,88.73,89.52,90.8,88.21,-1.47
2012-10-19,90.05,92.04,93.05,89.83,-2.23
2012-10-18,92.1,92.06,92.59,90.66,-0.02
2012-10-17,92.12,92.08,92.85,91.55,0.03
2012-10-16,92.09,91.76,92.32,91.3,0.26
2012-10-15,91.85,91.63,92.2,89.79,-0.01
2012-10-12,91.86,92.41,92.64,91.16,-0.23
2012-10-11,92.07,91.27,92.94,91.09,0.9
2012-10-10,91.25,92.26,93.66,91.02,-1.23
2012-10-09,92.39,89.62,92.91,89.29,3.43
2012-10-08,89.33,89.85,89.89,88.21,-0.61
2012-10-05,89.88,91.51,91.71,89.01,-2
2012-10-04,91.71,88.01,91.84,87.91,4.05
2012-10-03,88.14,91.64,91.82,87.7,-4.08
2012-10-02,91.89,92.41,92.94,91.62,-0.64
2012-10-01,92.48,92.15,93.33,91.26,0.31
2012-09-28,92.19,92.35,92.71,91.4,0.37
2012-09-27,91.85,90.08,92.39,89.88,2.08
2012-09-26,89.98,90.82,91.34,88.95,-1.52
2012-09-25,91.37,92.11,93.2,90.57,-0.61
2012-09-24,91.93,93.18,93.18,91.06,-1.03
2012-09-21,92.89,92.93,93.84,92.59,1.11
2012-09-20,91.87,91.77,92.37,90.66,-0.12
2012-09-19,91.98,95.49,96.17,91.25,-3.47
2012-09-18,95.29,96.71,97.23,95.11,-1.38
2012-09-17,96.62,99.15,99.52,94.65,-2.4
2012-09-14,99,98.04,100.42,97.99,0.7
2012-09-13,98.31,96.93,98.58,96.51,1.34
2012-09-12,97.01,96.85,98.06,96.31,-0.16
2012-09-11,97.17,96.29,97.31,96.08,0.65
2012-09-10,96.54,96.24,96.63,95.34,0.12
2012-09-07,96.42,94.7,96.74,94.08,0.93
2012-09-06,95.53,96,97.71,94.59,0.18
2012-09-05,95.36,95.61,96.03,94.26,0.06
2012-09-04,95.3,96.38,97.37,94.97,-1.21
2012-08-31,96.47,94.75,96.92,94.51,1.96
2012-08-30,94.62,95.3,95.6,93.95,-0.91
2012-08-29,95.49,96.08,96.37,94.76,-0.87
2012-08-28,96.33,95.66,96.54,95.14,0.9
2012-08-27,95.47,96.67,97.72,94.41,-0.71
2012-08-24,96.15,96.06,97.17,95.41,-0.12
2012-08-23,96.27,97.3,98.29,95.75,-1.02
2012-08-22,97.26,96.94,97.54,96.26,0.6
2012-08-21,96.68,95.97,97.6,95.81,0.74
2012-08-20,95.97,96.36,96.53,95.02,-0.04
2012-08-17,96.01,95.23,96.28,94.98,0.43
2012-08-16,95.6,94.21,95.75,93.93,1.35
2012-08-15,94.33,93.25,94.9,92.68,0.96
2012-08-14,93.43,92.71,93.92,92.56,0.75
2012-08-13,92.73,93.25,94.14,92.05,-0.15
2012-08-10,92.87,93.46,93.87,91.71,-0.52
2012-08-09,93.36,93.43,94.21,93.07,0.01
2012-08-08,93.35,93.41,94.72,92.82,-0.34
2012-08-07,93.67,92.05,94.42,91.78,1.59
2012-08-06,92.2,91.34,92.33,90.63,0.88
2012-08-03,91.4,87.26,91.74,87.23,4.9
2012-08-02,87.13,88.87,89.63,86.92,-2
2012-08-01,88.91,88.03,89.47,87.51,0.97
2012-07-31,88.06,89.67,90.3,87.31,-1.92
2012-07-30,89.78,90.14,90.95,89.33,-0.39
2012-07-27,90.13,89.43,90.45,89.13,0.83
2012-07-26,89.39,89.1,90.47,88.07,0.47
2012-07-25,88.97,88.2,89.36,86.84,0.53
2012-07-24,88.5,88.05,89.09,87.43,0.41
2012-07-23,88.14,91.61,91.64,87.91,-3.61
2012-07-20,91.44,92.22,92.3,90.66,-1.32
2012-07-19,92.66,90.08,92.94,89.86,3.1
2012-07-18,89.87,89.13,90.04,88.59,0.73
2012-07-17,89.22,88.26,89.46,87.41,0.89
2012-07-16,88.43,87.13,88.48,86.41,1.53
2012-07-13,87.1,85.86,87.61,85.58,1.18
2012-07-12,86.08,86.2,86.37,84.21,0.31
2012-07-11,85.81,84.01,86.49,84.01,2.26
2012-07-10,83.91,85.84,85.95,83.65,-2.42
2012-07-09,85.99,84.2,86.48,84,1.82
2012-07-06,84.45,86.73,87.13,84.02,-3.18
2012-07-05,87.22,87.75,88.98,86.5,-0.5
2012-07-03,87.66,83.67,88.04,83.33,4.67
2012-07-02,83.75,84.65,85.05,82.1,-1.42
2012-06-29,84.96,78.46,85.34,78.28,9.36
2012-06-28,77.69,80.48,80.84,77.28,-3.14
2012-06-27,80.21,79.47,80.92,78.68,1.07
2012-06-26,79.36,79.23,79.68,78.36,0.19
2012-06-25,79.21,80.2,80.68,78.03,-0.69
2012-06-22,79.76,78.11,80.37,77.56,1.99
2012-06-21,78.2,81.08,81.2,77.93,-4.4
2012-06-20,81.8,84.04,84.34,80.91,-2.65
2012-06-19,84.03,83.06,84.41,82.28,0.91
2012-06-18,83.27,85.09,85.6,82.04,-0.9
2012-06-15,84.03,84.33,84.8,83.42,0.14
2012-06-14,83.91,82.44,84.42,82.27,1.56
2012-06-13,82.62,83.51,84.01,82.15,-0.84
2012-06-12,83.32,81.18,83.72,81.07,0.75
2012-06-11,82.7,85.72,86.64,81.11,-1.66
2012-06-08,84.1,83.63,84.67,82,-0.85
2012-06-07,84.82,85.5,87.03,83.43,-0.24
2012-06-06,85.02,84.12,86.27,84.03,0.87
2012-06-05,84.29,84.14,84.92,83.31,0.37
2012-06-04,83.98,82.96,84.38,81.21,0.9
2012-06-01,83.23,86.44,86.59,82.29,-3.81
2012-05-31,86.53,87.55,88.28,85.86,-1.47
2012-05-30,87.82,90.86,90.92,87.27,-3.24
2012-05-29,90.76,91,92.21,90.25,-0.11
